"Bezirk (>>) / Gemeinde (......)","Fläche Total 2013/18","-10 Künstlich angelegte Flächen 2013/18",">>10.11 Befestigte Flächen 2013/18",">>10.12 Gebäude 2013/18",">>10.13 Treibhäuser 2013/18",">>10.14 Beetstrukturen 2013/18",">>10.15 Rasen 2013/18",">>10.16 Bäume auf künstlich angelegten Flächen 2013/18",">>10.17 Gemischte Kleinstrukturen 2013/18","-20 Gras-, Krautvegetation 2013/18",">>20.21 Gras-, Krautvegetation 2013/18","-30 Gebüschvegetation 2013/18",">>30.31 Gebüsch 2013/18",">>30.32 Verbuschte Flächen 2013/18",">>30.33 Niederstammobst 2013/18",">>30.34 Reben 2013/18",">>30.35 Gärtnerische Dauerkulturen 2013/18","-40 Baumvegetation 2013/18",">>40.41 Geschlossene Baumbestände 2013/18",">>40.42 Waldecken 2013/18",">>40.43 Waldstreifen 2013/18",">>40.44 Aufgelöste Baumbestände 2013/18",">>40.45 Gebüschwaldbestände 2013/18",">>40.46 Lineare Baumbestände 2013/18",">>40.47 Baumgruppen 2013/18","-50 Vegetationslose Flächen 2013/18",">>50.51 Anstehender Fels 2013/18",">>50.52 Lockergestein 2013/18",">>50.53 Versteinte Flächen 2013/18","-60 Wasser und Feuchtflächen 2013/18",">>60.61 Wasser 2013/18",">>60.62 Gletscher, Firn 2013/18",">>60.63 Nassstandorte 2013/18",">>60.64 Schilfbestände 2013/18"
"1706",2999,206,117,41,0,4,22,7,15,1131,1131,24,14,9,0,0,1,1397,1195,13,33,66,0,38,52,5,0,4,1,236,6,0,228,2
"1707",1487,361,178,63,0,9,92,19,0,771,771,22,8,7,4,0,3,284,166,6,15,12,0,38,47,14,0,13,1,35,6,0,7,22
"1708",504,191,90,52,0,4,30,13,2,206,206,15,2,1,3,0,9,84,66,1,1,6,0,4,6,4,0,4,0,4,4,0,0,0
"1709",2567,206,104,51,0,5,24,13,9,848,848,30,18,12,0,0,0,1382,1115,8,37,129,0,34,59,9,0,4,5,92,10,0,80,2
"1710",1350,114,70,20,0,2,15,5,2,494,494,15,6,6,0,0,3,634,480,5,28,44,0,27,50,0,0,0,0,93,1,0,91,1
"1711",2170,568,277,126,1,15,77,48,24,645,645,35,17,8,10,0,0,844,640,2,11,106,0,24,61,7,0,5,2,71,4,0,58,9
"-1001",17354,1761,931,289,5,47,313,88,88,11188,11188,276,159,54,17,14,32,3744,2879,52,190,120,0,253,250,93,0,65,28,292,38,0,28,226
"2008",126,27,10,6,0,2,3,4,2,65,65,1,1,0,0,0,0,31,27,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0
"2011",989,97,56,15,0,2,15,5,4,684,684,10,4,5,0,0,1,193,142,3,10,5,0,17,16,5,0,5,0,0,0,0,0,0
"2016",407,51,22,13,0,2,9,1,4,305,305,1,0,1,0,0,0,43,25,1,6,0,0,9,2,2,0,1,1,5,4,0,1,0
"2022",297,57,21,7,0,2,19,4,4,146,146,1,0,1,0,0,0,52,39,1,5,0,0,3,4,1,0,1,0,40,0,0,0,40
"2025",547,60,43,5,0,2,4,2,4,338,338,33,12,4,0,0,17,115,80,2,7,3,0,14,9,1,0,1,0,0,0,0,0,0
"2027",435,26,18,3,0,2,2,0,1,318,318,6,1,3,0,0,2,69,58,3,2,1,0,3,2,16,0,14,2,0,0,0,0,0
"2029",1752,124,62,20,2,3,26,4,7,1004,1004,53,35,13,1,0,4,543,443,1,18,24,0,27,30,19,0,9,10,9,5,0,4,0
"2035",395,27,13,7,0,0,2,3,2,295,295,3,3,0,0,0,0,70,44,2,7,2,0,9,6,0,0,0,0,0,0,0,0,0
"2038",182,9,8,1,0,0,0,0,0,118,118,7,6,1,0,0,0,48,27,1,2,4,0,12,2,0,0,0,0,0,0,0,0,0
"2041",792,88,43,15,0,6,18,4,2,622,622,6,1,1,4,0,0,71,28,0,10,2,0,19,12,0,0,0,0,5,5,0,0,0
"2043",246,18,9,7,0,0,1,0,1,217,217,4,1,1,2,0,0,6,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"2044",1474,76,50,10,0,2,10,4,0,897,897,21,15,6,0,0,0,471,382,11,27,7,0,18,26,5,0,2,3,4,3,0,1,0
"2045",350,22,11,2,1,1,4,3,0,300,300,4,1,1,0,0,2,13,10,0,2,0,0,1,0,10,0,8,2,1,1,0,0,0
"2050",1031,103,62,16,0,6,13,2,4,615,615,10,6,3,1,0,0,293,222,3,16,16,0,19,17,8,0,6,2,2,0,0,0,2
"2051",721,85,39,8,1,1,23,4,9,455,455,5,2,0,2,0,1,98,71,2,11,0,0,7,7,4,0,4,0,74,1,0,4,69
"2053",2582,272,152,52,1,5,39,9,14,1650,1650,36,28,5,3,0,0,610,481,6,18,24,0,32,49,6,0,4,2,8,4,0,3,1
"2054",4048,506,260,77,0,10,102,31,26,2723,2723,52,36,8,0,3,5,696,527,10,35,24,0,51,49,10,0,6,4,61,9,0,12,40
"2055",980,113,52,25,0,1,23,8,4,436,436,23,7,1,4,11,0,322,269,4,14,5,0,11,19,5,0,4,1,81,4,0,3,74
"-1002",16878,1275,738,216,3,29,174,54,61,11948,11948,146,106,26,0,0,14,3391,2657,30,131,134,0,245,194,67,0,55,12,51,38,0,12,1
"2061",193,15,10,4,0,0,1,0,0,157,157,1,1,0,0,0,0,19,15,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0
"2063",490,35,21,7,0,0,4,2,1,384,384,2,2,0,0,0,0,68,50,1,1,6,0,3,7,1,0,1,0,0,0,0,0,0
"2066",204,15,10,1,0,0,2,1,1,146,146,3,3,0,0,0,0,38,29,1,0,1,0,4,3,2,0,1,1,0,0,0,0,0
"2067",747,26,19,1,0,3,2,0,1,519,519,6,5,1,0,0,0,196,170,0,7,9,0,9,1,0,0,0,0,0,0,0,0,0
"2068",632,39,21,8,0,1,5,1,3,435,435,9,7,0,0,0,2,147,126,0,3,6,0,6,6,2,0,1,1,0,0,0,0,0
"2072",484,32,23,3,0,0,2,2,2,318,318,9,8,1,0,0,0,114,99,0,3,4,0,4,4,1,0,0,1,10,9,0,1,0
"2079",336,16,9,4,0,0,1,1,1,233,233,4,3,1,0,0,0,83,65,0,6,4,0,6,2,0,0,0,0,0,0,0,0,0
"2086",430,24,9,7,0,0,5,0,3,312,312,1,1,0,0,0,0,90,69,0,9,2,0,6,4,2,0,1,1,1,1,0,0,0
"2087",895,63,34,10,0,3,8,3,5,697,697,4,4,0,0,0,0,126,90,3,4,8,0,11,10,4,0,4,0,1,1,0,0,0
"2089",222,21,12,3,0,0,6,0,0,149,149,1,1,0,0,0,0,45,32,1,5,0,0,3,4,2,0,2,0,4,4,0,0,0
"2096",1089,205,132,30,0,5,22,12,4,714,714,8,4,4,0,0,0,150,111,1,2,10,0,14,12,11,0,10,1,1,1,0,0,0
"2097",1124,88,52,17,3,1,10,3,2,792,792,17,13,4,0,0,0,211,124,3,18,10,0,37,19,8,0,7,1,8,7,0,1,0
"2099",2027,148,78,20,0,6,28,6,10,1497,1497,12,10,2,0,0,0,352,275,2,13,13,0,29,20,12,0,9,3,6,1,0,4,1
"2102",1487,129,67,21,0,0,21,10,10,963,963,22,16,4,0,0,2,368,311,2,10,10,0,16,19,4,0,3,1,1,1,0,0,0
"2113",2403,149,90,29,0,3,18,4,5,1863,1863,12,3,0,0,0,9,366,254,10,26,10,0,53,13,7,0,6,1,6,3,0,3,0
"2114",1549,84,49,20,0,1,9,1,4,1007,1007,19,16,3,0,0,0,430,346,2,12,22,0,21,27,3,0,2,1,6,6,0,0,0
"2115",1023,58,30,8,0,5,9,4,2,695,695,6,5,1,0,0,0,261,221,3,6,6,0,6,19,2,0,2,0,1,1,0,0,0
"2117",1543,128,72,23,0,1,21,4,7,1067,1067,10,4,5,0,0,1,327,270,1,5,13,0,15,23,6,0,6,0,5,2,0,3,0
"-1003",48983,2460,1364,445,0,39,365,119,128,24421,24421,1778,1080,693,1,0,4,17617,12798,122,753,1597,290,653,1404,2286,553,747,986,421,261,0,145,15
"2121",6030,130,88,26,0,0,10,2,4,3108,3108,206,134,72,0,0,0,2196,1568,16,121,153,72,72,194,348,80,92,176,42,36,0,5,1
"2122",1013,108,57,16,0,5,16,7,7,640,640,11,10,1,0,0,0,235,159,1,22,8,0,30,15,13,0,10,3,6,4,0,1,1
"2123",429,28,15,4,0,0,3,3,3,146,146,6,4,2,0,0,0,231,184,4,18,12,0,7,6,11,3,7,1,7,4,0,2,1
"2124",1006,96,46,19,0,2,17,5,7,404,404,33,17,15,0,0,1,432,351,6,21,27,0,9,18,14,5,7,2,27,23,0,3,1
"2125",2382,546,270,120,0,11,96,28,21,1036,1036,44,32,10,1,0,1,731,614,2,21,44,0,26,24,15,0,11,4,10,8,0,2,0
"2128",199,13,7,2,0,0,1,2,1,94,94,4,1,3,0,0,0,83,66,0,5,0,0,6,6,1,0,1,0,4,4,0,0,0
"2129",966,53,29,8,0,1,5,7,3,477,477,27,19,8,0,0,0,397,307,5,16,24,0,23,22,8,0,8,0,4,4,0,0,0
"2130",180,34,15,4,0,0,7,7,1,57,57,11,4,7,0,0,0,65,48,0,7,4,0,2,4,1,0,1,0,12,12,0,0,0
"2131",461,46,20,8,0,2,8,2,6,339,339,2,2,0,0,0,0,67,45,2,6,1,0,9,4,0,0,0,0,7,1,0,4,2
"2134",2433,72,53,8,0,1,6,2,2,1226,1226,136,70,66,0,0,0,670,435,5,33,52,39,27,79,320,85,124,111,9,9,0,0,0
"2135",2849,144,81,20,0,0,21,11,11,1145,1145,116,69,46,0,0,1,1363,1090,4,34,107,14,39,75,55,5,22,28,26,24,0,2,0
"2137",1050,40,26,5,0,1,5,1,2,524,524,43,35,8,0,0,0,434,304,3,24,42,0,27,34,6,0,6,0,3,1,0,1,1
"2138",5528,86,65,10,0,2,7,1,1,2587,2587,304,169,135,0,0,0,2076,1384,8,105,238,18,75,248,429,122,120,187,46,36,0,9,1
"2140",783,84,35,16,0,0,21,5,7,489,489,2,2,0,0,0,0,199,160,2,13,6,0,10,8,4,0,1,3,5,2,0,2,1
"2143",265,23,10,3,0,1,4,2,3,176,176,0,0,0,0,0,0,54,37,2,8,1,0,3,3,0,0,0,0,12,8,0,1,3
"2145",450,58,23,10,0,1,14,4,6,309,309,2,2,0,0,0,0,79,54,1,8,0,0,11,5,0,0,0,0,2,1,0,1,0
"2147",436,54,24,3,0,1,22,4,0,297,297,9,8,1,0,0,0,71,53,2,5,2,0,5,4,1,0,1,0,4,4,0,0,0
"2148",778,92,48,10,0,0,20,5,9,475,475,6,5,1,0,0,0,198,153,3,4,15,0,14,9,5,0,4,1,2,2,0,0,0
"2149",2407,88,51,17,0,1,10,6,3,1097,1097,102,62,40,0,0,0,1073,828,14,32,97,4,34,64,39,0,23,16,8,3,0,5,0
"2152",1881,102,63,21,0,2,10,3,3,1363,1363,12,11,1,0,0,0,377,294,1,5,34,0,30,13,7,0,5,2,20,3,0,14,3
"2153",873,72,43,16,0,1,8,0,4,559,559,19,18,1,0,0,0,220,155,2,17,19,0,15,12,3,0,1,2,0,0,0,0,0
"2155",1005,77,49,12,0,1,10,3,2,654,654,23,18,5,0,0,0,249,203,1,11,17,0,11,6,1,0,0,1,1,1,0,0,0
"2160",1046,117,64,28,0,4,12,4,5,676,676,14,13,1,0,0,0,235,161,1,15,21,0,30,7,2,0,2,0,2,2,0,0,0
"2162",3326,74,45,18,0,0,6,0,5,1617,1617,104,40,64,0,0,0,1334,986,9,50,87,48,37,117,177,44,65,68,20,16,0,4,0
"2163",11207,223,137,41,0,2,26,5,12,4926,4926,542,335,206,0,0,1,4548,3159,28,152,586,95,101,427,826,209,236,381,142,53,0,89,0
"-1004",21773,3135,1544,568,5,78,533,258,149,12434,12434,328,260,57,7,0,4,5414,4511,32,162,188,0,320,201,196,3,156,37,266,240,0,16,10
"2173",620,46,29,8,0,1,5,1,2,425,425,7,5,2,0,0,0,131,103,1,7,7,0,9,4,4,0,4,0,7,5,0,2,0
"2174",580,86,40,20,1,2,13,7,3,416,416,3,0,3,0,0,0,70,55,0,4,0,0,7,4,2,0,1,1,3,1,0,2,0
"2175",891,95,45,12,0,5,19,9,5,508,508,16,16,0,0,0,0,267,223,0,1,16,0,13,14,3,0,2,1,2,2,0,0,0
"2177",394,39,24,6,1,1,3,2,2,257,257,3,2,1,0,0,0,91,74,1,2,6,0,5,3,4,0,4,0,0,0,0,0,0
"2183",724,99,48,12,1,0,21,8,9,379,379,18,12,3,2,0,1,219,197,1,2,7,0,8,4,5,0,4,1,4,2,0,2,0
"2186",498,60,25,13,0,3,14,4,1,338,338,4,4,0,0,0,0,91,75,0,1,2,0,9,4,4,0,4,0,1,1,0,0,0
"2194",103,14,9,1,0,1,1,0,2,71,71,0,0,0,0,0,0,17,13,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0
"2196",933,550,252,122,0,6,85,66,19,128,128,9,6,3,0,0,0,182,122,0,17,3,0,29,11,9,1,6,2,55,50,0,0,5
"2197",347,124,70,26,0,2,17,5,4,121,121,10,4,6,0,0,0,91,70,0,2,5,0,10,4,1,0,0,1,0,0,0,0,0
"2198",395,115,62,24,0,4,14,8,3,167,167,10,6,3,1,0,0,61,43,4,3,0,0,2,9,13,0,12,1,29,29,0,0,0
"2200",535,88,39,16,0,4,16,8,5,343,343,2,0,2,0,0,0,99,89,2,0,2,0,5,1,3,0,3,0,0,0,0,0,0
"2206",771,225,101,36,0,5,54,18,11,270,270,9,8,1,0,0,0,223,186,0,13,4,0,17,3,15,0,15,0,29,28,0,0,1
"2208",292,73,34,17,0,1,9,3,9,152,152,5,3,2,0,0,0,59,47,1,4,0,0,5,2,2,0,1,1,1,1,0,0,0
"2211",557,82,44,7,0,2,17,7,5,315,315,2,1,1,0,0,0,148,129,1,4,3,0,6,5,4,0,3,1,6,6,0,0,0
"2216",507,28,21,4,0,0,1,2,0,360,360,1,1,0,0,0,0,111,92,1,2,1,0,10,5,2,0,2,0,5,4,0,0,1
"2217",592,41,18,7,0,2,11,1,2,403,403,11,9,0,2,0,0,132,113,0,2,6,0,3,8,3,0,2,1,2,0,0,2,0
"2220",1857,158,76,25,0,4,38,12,3,882,882,72,63,9,0,0,0,733,619,3,18,39,0,33,21,10,0,3,7,2,1,0,1,0
"2226",1139,64,35,12,0,2,5,4,6,717,717,19,17,2,0,0,0,326,276,2,5,20,0,11,12,7,1,5,1,6,6,0,0,0
"2228",545,277,126,47,0,7,53,25,19,156,156,10,7,2,0,0,1,90,67,0,6,1,0,8,8,5,0,3,2,7,7,0,0,0
"2230",141,6,3,2,0,0,0,0,1,106,106,2,0,2,0,0,0,24,22,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0
"2233",1192,145,86,27,0,4,19,5,4,626,626,7,5,1,1,0,0,355,307,1,17,9,0,14,7,40,0,30,10,19,19,0,0,0
"2234",1027,90,33,16,0,3,31,6,1,719,719,9,6,1,0,0,2,200,165,3,3,13,0,5,11,0,0,0,0,9,3,0,3,3
"2235",693,49,24,11,0,2,8,3,1,455,455,4,3,0,1,0,0,155,127,1,6,6,0,10,5,2,0,2,0,28,28,0,0,0
"2236",3613,367,198,60,0,9,55,31,14,2262,2262,61,52,9,0,0,0,854,711,6,23,13,0,73,28,45,0,41,4,24,21,0,3,0
"2237",1604,109,50,18,2,3,15,9,12,1088,1088,25,22,3,0,0,0,362,306,3,5,16,0,16,16,7,0,6,1,13,12,0,1,0
"2238",1223,105,52,19,0,5,9,14,6,770,770,9,8,1,0,0,0,323,280,1,14,8,0,10,10,5,1,2,2,11,11,0,0,0
"-1005",14573,1758,912,285,52,37,274,96,102,9135,9135,312,145,23,25,104,15,3069,2523,19,70,86,0,188,183,61,0,40,21,238,191,0,27,20
"2250",339,50,29,9,0,1,7,1,3,188,188,2,2,0,0,0,0,95,73,1,2,2,0,10,7,3,0,2,1,1,1,0,0,0
"2254",2178,257,112,36,1,6,70,19,13,1203,1203,31,23,4,2,0,2,541,428,6,21,14,0,35,37,14,0,12,2,132,131,0,1,0
"2257",418,44,29,5,0,2,5,3,0,275,275,10,5,1,4,0,0,85,66,0,0,3,0,6,10,4,0,3,1,0,0,0,0,0
"2258",315,38,19,6,7,1,1,3,1,213,213,3,0,0,1,0,2,58,47,0,1,1,0,5,4,1,0,1,0,2,1,0,0,1
"2261",97,14,5,3,0,0,4,0,2,70,70,0,0,0,0,0,0,11,6,0,3,0,0,1,1,0,0,0,0,2,0,0,0,2
"2262",1726,192,100,33,1,4,38,6,10,1155,1155,27,27,0,0,0,0,333,283,0,5,5,0,18,22,9,0,4,5,10,9,0,1,0
"2265",1227,195,101,40,8,3,24,11,8,819,819,14,6,3,0,0,5,189,153,1,5,5,0,17,8,7,0,5,2,3,3,0,0,0
"2266",303,29,18,4,0,1,2,0,4,198,198,3,3,0,0,0,0,60,38,1,5,0,0,9,7,0,0,0,0,13,8,0,3,2
"2271",34,26,5,4,0,2,6,7,2,3,3,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2
"2272",1135,90,49,16,0,2,13,4,6,834,834,13,10,3,0,0,0,192,157,3,5,4,0,8,15,6,0,3,3,0,0,0,0,0
"2274",114,36,18,9,0,0,5,2,2,30,30,1,1,0,0,0,0,41,36,0,0,0,0,3,2,2,0,2,0,4,0,0,1,3
"2275",3637,414,243,64,9,7,46,24,21,2302,2302,53,33,5,11,0,4,839,721,4,6,38,0,35,35,5,0,2,3,24,2,0,19,3
"2276",754,111,60,16,22,2,3,1,7,561,561,15,6,3,5,0,1,61,43,0,1,3,0,9,5,3,0,2,1,3,1,0,1,1
"2278",287,20,13,3,0,0,2,0,2,188,188,4,3,1,0,0,0,74,58,1,0,6,0,7,2,1,0,0,1,0,0,0,0,0
"2284",1750,241,110,37,4,6,48,15,21,1096,1096,114,5,2,2,104,1,252,180,2,14,3,0,25,28,5,0,4,1,42,35,0,1,6
"2391",259,1,1,0,0,0,0,0,0,0,0,21,21,0,0,0,0,236,233,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0
"-1006",26544,2063,1088,359,7,68,332,102,107,16388,16388,506,291,174,7,0,34,6692,4776,78,332,542,30,417,517,502,47,241,214,393,316,0,60,17
"2292",327,25,6,6,0,0,6,4,3,233,233,0,0,0,0,0,0,68,58,1,1,1,0,3,4,1,0,1,0,0,0,0,0,0
"2293",3087,356,203,46,2,14,52,22,17,2028,2028,41,9,7,3,0,22,440,321,4,31,8,0,34,42,16,0,14,2,206,192,0,4,10
"2294",521,63,29,17,0,1,9,2,5,335,335,4,4,0,0,0,0,108,84,2,8,3,0,6,5,8,0,7,1,3,3,0,0,0
"2295",1432,138,79,15,1,3,25,5,10,1059,1059,10,9,0,1,0,0,211,167,3,12,1,0,13,15,2,0,2,0,12,10,0,1,1
"2296",910,68,39,15,0,2,6,0,6,649,649,5,5,0,0,0,0,176,147,1,6,5,0,9,8,8,0,7,1,4,3,0,1,0
"2299",6657,232,135,38,0,3,34,20,2,3262,3262,239,122,117,0,0,0,2459,1573,22,121,386,12,120,225,359,44,130,185,106,60,0,40,6
"2300",1817,66,38,15,0,0,7,3,3,667,667,98,75,23,0,0,0,951,721,5,33,78,18,32,64,28,0,18,10,7,5,0,2,0
"2301",729,49,22,12,0,0,10,3,2,531,531,8,6,2,0,0,0,132,99,2,4,10,0,12,5,4,0,0,4,5,1,0,4,0
"2303",703,57,35,10,0,1,6,4,1,371,371,5,5,0,0,0,0,253,198,5,19,7,0,14,10,12,0,8,4,5,5,0,0,0
"2304",1568,89,48,21,0,4,10,3,3,1155,1155,4,2,2,0,0,0,302,213,7,24,6,0,32,20,18,0,15,3,0,0,0,0,0
"2305",1350,163,88,38,0,4,16,3,14,963,963,11,6,5,0,0,0,203,153,2,9,5,0,15,19,2,0,1,1,8,1,0,7,0
"2306",4139,366,179,66,3,17,64,18,19,2914,2914,28,18,7,2,0,1,798,611,17,31,21,0,68,50,22,2,19,1,11,11,0,0,0
"2307",366,49,21,10,0,2,9,2,5,234,234,3,1,0,1,0,1,67,43,0,7,0,0,8,9,10,0,8,2,3,3,0,0,0
"2308",1612,116,58,20,0,9,14,5,10,1154,1154,25,16,6,0,0,3,294,227,6,11,6,0,21,23,8,0,8,0,15,14,0,1,0
"2309",1326,226,108,30,1,8,64,8,7,833,833,25,13,5,0,0,7,230,161,1,15,5,0,30,18,4,1,3,0,8,8,0,0,0
"-1007",13436,911,513,126,0,11,177,42,42,7627,7627,223,158,63,0,0,2,4458,3431,29,176,323,16,237,246,110,12,70,28,107,27,0,74,6
"2321",981,138,61,28,0,2,30,7,10,567,567,3,1,1,0,0,1,269,216,1,12,2,0,26,12,4,0,3,1,0,0,0,0,0
"2323",410,59,30,12,0,0,9,4,4,279,279,1,0,1,0,0,0,70,52,1,4,2,0,1,10,1,0,1,0,0,0,0,0,0
"2325",4789,331,188,35,0,2,74,22,10,2277,2277,105,66,38,0,0,1,1961,1514,14,73,142,4,87,127,68,9,45,14,47,18,0,23,6
"2328",447,52,27,7,0,1,12,2,3,294,294,5,4,1,0,0,0,94,68,0,4,1,0,12,9,2,0,2,0,0,0,0,0,0
"2333",591,38,19,8,0,0,7,0,4,401,401,1,1,0,0,0,0,150,119,0,12,0,0,12,7,0,0,0,0,1,1,0,0,0
"2335",976,57,29,7,0,2,14,2,3,745,745,1,1,0,0,0,0,167,111,1,12,13,0,22,8,1,0,1,0,5,0,0,5,0
"2336",2939,98,65,13,0,2,12,2,4,1341,1341,99,80,19,0,0,0,1335,1037,7,28,151,12,45,55,26,3,14,9,40,4,0,36,0
"2337",958,56,38,6,0,1,8,1,2,684,684,3,3,0,0,0,0,207,154,1,17,7,0,13,15,3,0,0,3,5,2,0,3,0
"2338",1345,82,56,10,0,1,11,2,2,1039,1039,5,2,3,0,0,0,205,160,4,14,5,0,19,3,5,0,4,1,9,2,0,7,0
"-1101",6197,993,551,220,2,18,128,41,33,2661,2661,139,75,21,10,0,33,2304,2074,11,23,55,0,64,77,61,3,49,9,39,38,0,1,0
"2401",693,161,92,39,0,2,15,9,4,168,168,16,11,5,0,0,0,338,308,0,5,5,0,10,10,8,2,1,5,2,2,0,0,0
"2402",552,126,73,31,1,1,15,2,3,275,275,14,9,3,0,0,2,111,94,1,1,4,0,7,4,26,0,24,2,0,0,0,0,0
"2403",861,83,42,14,0,1,18,3,5,442,442,19,14,2,2,0,1,316,291,1,0,9,0,6,9,0,0,0,0,1,1,0,0,0
"2404",713,124,74,36,0,1,8,4,1,322,322,21,3,4,4,0,10,241,220,0,0,7,0,4,10,4,0,4,0,1,1,0,0,0
"2405",548,55,31,11,0,0,8,4,1,273,273,27,10,1,1,0,15,192,172,1,0,7,0,1,11,1,0,0,1,0,0,0,0,0
"2406",936,97,48,17,1,3,19,5,4,357,357,13,9,3,0,0,1,466,416,2,7,10,0,15,16,1,0,1,0,2,2,0,0,0
"2407",1207,254,141,52,0,8,31,13,9,463,463,18,13,3,2,0,0,448,406,3,4,9,0,15,11,16,1,14,1,8,7,0,1,0
"2408",687,93,50,20,0,2,14,1,6,361,361,11,6,0,1,0,4,192,167,3,6,4,0,6,6,5,0,5,0,25,25,0,0,0
"-1102",13939,776,454,129,0,22,107,35,29,5689,5689,281,226,50,1,0,4,7111,6105,40,141,301,0,187,337,64,24,20,20,18,18,0,0,0
"2421",1294,45,29,8,0,1,5,1,1,628,628,34,25,8,1,0,0,580,479,4,11,20,0,23,43,7,1,3,3,0,0,0,0,0
"2422",1572,232,118,43,0,4,38,17,12,445,445,50,39,11,0,0,0,823,748,3,7,27,0,14,24,13,8,2,3,9,9,0,0,0
"2424",1630,55,33,11,0,1,7,2,1,552,552,43,32,9,0,0,2,976,843,5,15,56,0,17,40,3,1,1,1,1,1,0,0,0
"2425",778,42,24,9,0,0,5,3,1,337,337,24,22,2,0,0,0,370,312,4,12,10,0,13,19,4,0,1,3,1,1,0,0,0
"2426",1553,88,52,10,0,7,13,5,1,714,714,27,25,2,0,0,0,716,588,4,22,39,0,18,45,6,0,2,4,2,2,0,0,0
"2427",1131,86,47,16,0,2,15,2,4,441,441,19,17,1,0,0,1,580,513,3,8,18,0,12,26,4,0,2,2,1,1,0,0,0
"2428",3541,131,85,22,0,4,11,4,5,1788,1788,46,34,12,0,0,0,1564,1284,12,58,73,0,57,80,9,2,3,4,3,3,0,0,0
"2430",2440,97,66,10,0,3,13,1,4,784,784,38,32,5,0,0,1,1502,1338,5,8,58,0,33,60,18,12,6,0,1,1,0,0,0
"-1103",6276,512,281,85,0,13,76,31,26,3608,3608,44,24,5,11,1,3,2065,1829,11,14,64,0,55,92,14,0,14,0,33,31,0,1,1
"2445",415,26,13,3,0,1,5,2,2,211,211,2,1,0,1,0,0,176,171,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"2455",439,49,30,6,0,1,6,2,4,231,231,6,3,3,0,0,0,146,134,0,1,3,0,3,5,7,0,7,0,0,0,0,0,0
"2457",1190,77,43,16,0,0,13,2,3,750,750,6,1,0,5,0,0,355,321,1,3,7,0,8,15,2,0,2,0,0,0,0,0,0
"2461",716,57,24,18,0,1,10,2,2,422,422,6,4,1,0,0,1,229,214,0,1,2,0,5,7,2,0,2,0,0,0,0,0,0
"2463",154,12,5,5,0,1,0,1,0,98,98,0,0,0,0,0,0,44,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2464",781,74,42,13,0,1,8,6,4,460,460,2,1,0,0,0,1,215,170,1,1,10,0,16,17,3,0,3,0,27,26,0,0,1
"2465",2581,217,124,24,0,8,34,16,11,1436,1436,22,14,1,5,1,1,900,776,9,8,42,0,22,43,0,0,0,0,6,5,0,1,0
"-1104",7464,840,407,146,2,15,103,88,79,2927,2927,83,24,4,44,7,4,3583,2960,29,62,57,0,97,378,21,1,8,12,10,9,0,0,1
"2471",170,44,20,11,0,1,6,2,4,86,86,1,0,0,1,0,0,39,25,1,0,1,0,4,8,0,0,0,0,0,0,0,0,0
"2472",622,43,20,10,0,2,5,3,3,241,241,8,2,0,5,0,1,327,263,2,1,5,0,8,48,2,0,0,2,1,1,0,0,0
"2473",575,193,83,32,0,2,23,38,15,87,87,5,1,0,1,3,0,284,245,2,3,4,0,10,20,4,0,2,2,2,2,0,0,0
"2474",597,38,23,9,0,0,2,3,1,276,276,10,2,0,7,0,1,272,217,4,3,9,0,7,32,1,0,0,1,0,0,0,0,0
"2475",828,76,38,11,0,0,16,6,5,356,356,9,4,0,4,0,1,385,336,6,7,7,0,9,20,2,0,0,2,0,0,0,0,0
"2476",753,111,40,21,0,3,16,14,17,262,262,6,0,0,4,2,0,371,317,7,6,2,0,1,38,2,0,0,2,1,1,0,0,0
"2477",850,62,33,9,0,1,11,4,4,358,358,13,3,0,10,0,0,417,363,3,5,6,0,9,31,0,0,0,0,0,0,0,0,0
"2478",634,72,45,5,0,3,5,6,8,222,222,12,6,0,5,1,0,324,224,1,10,11,0,10,68,3,1,1,1,1,1,0,0,0
"2479",532,70,35,11,0,2,6,6,10,282,282,3,0,2,0,1,0,176,152,0,0,3,0,8,13,0,0,0,0,1,0,0,0,1
"2480",1639,87,56,17,0,1,7,3,3,611,611,9,6,2,1,0,0,922,769,3,26,9,0,31,84,6,0,4,2,4,4,0,0,0
"2481",264,44,14,10,2,0,6,3,9,146,146,7,0,0,6,0,1,66,49,0,1,0,0,0,16,1,0,1,0,0,0,0,0,0
"-1105",6869,922,458,150,1,25,166,50,72,2712,2712,90,61,16,7,5,1,3008,2504,15,97,101,0,108,183,37,0,27,10,100,99,0,0,1
"2491",531,35,20,5,0,0,9,0,1,262,262,2,1,1,0,0,0,228,192,2,12,1,0,7,14,4,0,3,1,0,0,0,0,0
"2492",855,34,23,7,0,1,3,0,0,401,401,19,17,2,0,0,0,395,295,2,19,17,0,22,40,5,0,4,1,1,0,0,0,1
